,HEIGHT,WIDTH,NUM_TRAPS,NUM_GOALS,PATH_NOISE_PROB,BLIND_SWITCH_PROB
693,26,11,17,2,0.290319,0.027810
694,30,21,8,3,0.379079,0.173038
695,12,10,28,1,0.119806,0.020127
696,17,18,27,5,0.365486,0.142128
697,20,21,25,5,0.272740,0.105147
698,17,25,8,3,0.246093,0.140762
699,23,27,9,5,0.411836,0.098948
700,28,21,12,3,0.040813,0.192396
701,13,28,10,1,0.215360,0.212453
702,13,14,26,2,0.263437,0.166275
703,13,23,12,3,0.373968,0.195918
704,18,29,24,2,0.333134,0.245518
705,23,27,19,4,0.017447,0.224369
706,22,23,22,3,0.216089,0.070887
707,24,13,25,4,0.400843,0.053214
708,23,17,12,5,0.084441,0.113906
709,28,31,15,2,0.364104,0.007926
710,12,25,31,5,0.332082,0.196084
711,16,10,13,2,0.447330,0.244319
712,10,18,16,1,0.294057,0.045142
713,10,15,14,3,0.290618,0.140163
714,30,23,28,3,0.213040,0.218910
715,21,16,19,5,0.189234,0.093132
716,26,14,13,3,0.166344,0.239645
717,15,10,17,2,0.100192,0.178014
718,19,16,16,5,0.444158,0.226129
719,29,15,14,2,0.420678,0.128956
720,11,25,13,4,0.239258,0.219150
721,19,11,16,2,0.047685,0.196853
722,23,25,17,1,0.155898,0.070163
723,23,16,20,5,0.196648,0.181578
724,20,21,26,5,0.198681,0.188730
725,10,31,25,1,0.420159,0.156701
726,29,21,9,3,0.071491,0.160310
727,28,28,25,5,0.265237,0.059307
728,15,10,9,4,0.383541,0.053120
729,26,18,11,1,0.084541,0.063823
730,31,24,26,2,0.201714,0.047426
731,28,21,12,1,0.038824,0.078687
732,27,20,25,4,0.004901,0.034729
733,24,22,31,1,0.011997,0.115899
734,30,26,24,1,0.120090,0.165151
735,17,17,19,2,0.178587,0.223976
736,25,27,18,4,0.224440,0.162584
737,20,19,29,5,0.376550,0.030907
738,14,29,10,5,0.459529,0.056904
739,17,19,20,4,0.403329,0.066874
740,21,27,12,3,0.236395,0.167985
741,17,29,11,3,0.083057,0.081828
742,10,22,8,4,0.327048,0.203396
743,26,16,21,4,0.280611,0.201748
744,23,25,19,1,0.068073,0.078728
745,30,10,18,4,0.466151,0.167542
746,28,29,9,2,0.434751,0.067746
747,22,23,15,2,0.431680,0.035502
748,24,10,12,4,0.459193,0.247547
749,12,31,22,1,0.488937,0.105418
750,30,27,16,3,0.408061,0.096327
751,20,24,12,2,0.096703,0.104285
752,24,30,14,3,0.422309,0.208188
753,14,24,10,3,0.171160,0.104790
754,21,11,26,1,0.279414,0.076303
755,15,18,14,2,0.189284,0.242692
756,24,26,18,2,0.115965,0.216691
757,17,30,24,1,0.407957,0.162223
758,22,11,8,1,0.100833,0.054214
759,30,15,12,5,0.270532,0.170931
760,17,28,31,4,0.350413,0.006741
761,20,12,20,3,0.332453,0.106147
762,27,27,25,1,0.280611,0.177367
763,12,17,16,2,0.388652,0.222135
764,22,20,30,2,0.117672,0.236576
765,29,17,21,5,0.118963,0.021364
766,26,24,19,2,0.152406,0.022625
767,26,10,11,5,0.358535,0.191203
768,12,24,31,3,0.394494,0.023191
769,23,30,26,4,0.184841,0.157604
770,20,15,12,3,0.388827,0.228680
771,10,21,15,4,0.390938,0.212211
772,31,10,13,4,0.392288,0.180901
773,14,11,24,2,0.174339,0.187150
774,17,27,22,4,0.387058,0.143264
775,30,27,24,1,0.169574,0.188768
776,14,17,15,4,0.390658,0.242579
777,26,12,18,4,0.131520,0.097369
778,18,26,10,5,0.016105,0.043042
779,13,19,28,1,0.263299,0.000910
780,15,13,30,2,0.340611,0.169058
781,22,28,15,3,0.005278,0.028440
782,14,16,27,5,0.038652,0.189355
783,16,24,27,2,0.492173,0.199625
784,26,29,9,1,0.023981,0.054041
785,16,22,25,4,0.098988,0.183471
786,12,15,21,3,0.107705,0.091897
787,17,17,28,4,0.165156,0.102527
788,17,20,11,2,0.091800,0.207330
789,17,30,13,3,0.463097,0.167280
790,26,11,18,4,0.461073,0.136824
791,12,24,24,1,0.254549,0.211435
792,10,12,23,5,0.443899,0.144459
793,27,22,8,4,0.167407,0.165176
794,23,27,27,3,0.428015,0.172331
795,13,14,15,3,0.471919,0.057036
796,22,28,28,1,0.481791,0.031109
797,24,15,28,2,0.342732,0.187407
798,18,10,24,2,0.159638,0.051416
799,12,13,9,2,0.078900,0.115251
800,21,17,16,1,0.292953,0.171422
801,29,21,17,4,0.030281,0.231082
802,31,28,30,3,0.359979,0.040265
803,15,17,31,5,0.142989,0.136317
804,14,29,14,2,0.175121,0.128768
805,19,24,9,4,0.184299,0.197372
806,15,20,17,3,0.049578,0.206542
807,12,13,30,2,0.358121,0.152199
808,17,12,24,1,0.091588,0.147396
809,20,21,21,5,0.336075,0.126978
810,15,16,31,2,0.153821,0.133983
811,26,17,25,5,0.320846,0.051141
812,30,30,25,4,0.346062,0.058851
813,13,10,16,2,0.098879,0.066566
814,10,15,29,5,0.359037,0.088296
815,15,27,16,5,0.066971,0.021403
816,27,11,28,3,0.254743,0.024081
817,18,28,11,2,0.307512,0.149321
818,26,21,14,1,0.101357,0.078902
819,21,31,17,1,0.032558,0.155858
820,29,14,27,2,0.216064,0.207398
821,12,29,30,3,0.287941,0.202161
822,10,26,30,2,0.052485,0.220385
823,10,26,22,1,0.378578,0.138984
824,25,13,27,3,0.426528,0.097741
825,24,12,30,4,0.325538,0.198240
826,31,17,16,1,0.498743,0.154201
827,12,14,31,1,0.087769,0.043062
828,21,31,24,2,0.407257,0.041674
829,19,20,13,1,0.300522,0.181898
830,17,24,27,5,0.210293,0.124029
831,21,27,16,5,0.013753,0.164839
832,17,11,10,4,0.183356,0.076650
833,20,24,13,4,0.056702,0.079740
834,28,18,28,1,0.437266,0.048635
835,27,16,19,3,0.485046,0.145120
836,10,14,15,5,0.399472,0.086271
837,18,30,10,1,0.190547,0.119762
838,20,19,12,3,0.146444,0.119924
839,16,15,13,5,0.066261,0.118458
840,28,18,17,5,0.143217,0.231850
841,21,18,10,1,0.410782,0.028107
842,30,30,30,3,0.380899,0.169388
843,27,24,16,3,0.067638,0.182279
844,27,16,16,5,0.331654,0.090764
845,15,27,17,5,0.466659,0.232435
846,18,13,24,4,0.041207,0.058089
847,28,10,29,5,0.151852,0.040898
848,26,24,23,4,0.156556,0.118321
849,12,15,9,1,0.186028,0.170881
850,20,25,8,2,0.015720,0.111649
851,10,10,9,3,0.404882,0.226581
852,16,27,11,4,0.391113,0.110363
853,30,21,20,2,0.162049,0.116961
854,29,24,31,1,0.025649,0.096052
855,29,10,8,4,0.376373,0.157249
856,28,27,12,4,0.409878,0.133089
857,19,17,8,1,0.088977,0.167927
858,26,30,15,5,0.446777,0.063243
859,17,21,8,1,0.394233,0.238509
860,17,24,18,5,0.482493,0.150952
861,31,19,22,1,0.494132,0.180899
862,19,11,15,2,0.103266,0.192202
863,26,11,18,1,0.383264,0.144275
864,24,22,11,5,0.185850,0.076810
865,22,24,16,2,0.494865,0.163045
866,24,18,15,1,0.221998,0.224845
867,30,17,23,1,0.118316,0.163923
868,25,24,23,2,0.490613,0.102305
869,16,25,23,2,0.096788,0.064938
870,24,19,27,4,0.431026,0.145949
871,10,17,8,1,0.276309,0.177617
872,15,16,25,2,0.017017,0.103854
873,12,31,18,2,0.490934,0.188603
874,19,26,31,5,0.297561,0.194988
875,25,14,20,2,0.058452,0.032241
876,16,21,25,1,0.011174,0.218851
877,17,26,27,4,0.240481,0.048093
878,31,29,11,5,0.094074,0.073374
879,14,15,27,4,0.461865,0.231838
880,17,25,30,1,0.246766,0.241383
881,15,30,24,3,0.050844,0.065846
882,23,13,8,1,0.119238,0.072277
883,11,10,30,2,0.436162,0.028643
884,31,12,8,1,0.159939,0.018350
885,25,28,29,1,0.338867,0.178098
886,10,13,22,2,0.332504,0.185905
887,15,14,20,2,0.018811,0.170132
888,24,13,28,1,0.319675,0.195818
889,29,25,11,3,0.380972,0.164231
890,18,25,28,5,0.264421,0.172470
891,16,23,26,3,0.175012,0.200581
892,18,16,16,4,0.098436,0.190765
893,23,31,27,3,0.333593,0.209511
894,28,30,29,4,0.305504,0.014517
895,10,29,8,2,0.423075,0.194493
896,17,13,15,1,0.400229,0.155391
897,19,25,18,3,0.083343,0.060222
898,16,27,17,2,0.142564,0.228256
899,13,30,25,4,0.397065,0.041299
900,21,31,16,5,0.172788,0.222003
901,21,27,28,2,0.171643,0.232892
902,30,29,23,5,0.319483,0.025666
903,25,25,17,2,0.449334,0.176529
904,16,31,10,5,0.404730,0.072750
905,28,26,8,3,0.050720,0.085744
906,16,25,8,4,0.423137,0.053206
907,12,29,10,2,0.465202,0.088417
908,22,14,27,2,0.431764,0.152426
909,17,16,9,5,0.497837,0.022483
910,10,23,20,3,0.427260,0.018448
911,11,25,8,5,0.114156,0.137903
912,27,15,22,5,0.115576,0.055650
913,27,24,24,4,0.324188,0.215114
914,26,24,20,1,0.225177,0.027015
915,10,10,28,1,0.026625,0.176015
916,13,30,10,2,0.008983,0.114149
917,14,22,29,5,0.025042,0.062740
918,29,18,18,3,0.360722,0.041127
919,16,23,27,2,0.182929,0.060508
920,24,22,22,5,0.382343,0.013614
921,31,20,19,4,0.391976,0.239881
922,16,22,18,4,0.418583,0.090663
923,22,25,20,3,0.411106,0.174466
924,24,17,22,2,0.044427,0.182547
925,31,25,29,3,0.330318,0.221443
926,25,25,26,4,0.124541,0.208997
927,23,12,9,1,0.116917,0.065383
928,11,12,24,5,0.182096,0.124043
929,23,13,26,1,0.457845,0.247514
930,13,10,13,1,0.387177,0.213407
931,14,27,23,1,0.016263,0.208443
932,10,25,25,4,0.423481,0.124662
933,31,21,22,1,0.483281,0.158185
934,21,31,13,3,0.263804,0.169985
935,27,20,11,2,0.465281,0.007978
936,15,13,28,3,0.046913,0.116981
937,16,11,21,4,0.153270,0.135831
938,24,30,27,5,0.168999,0.172278
939,20,25,23,3,0.139834,0.221506
940,15,31,14,3,0.135553,0.022926
941,11,12,27,3,0.433921,0.005475
942,16,24,22,5,0.413934,0.241212
943,16,18,11,5,0.067984,0.129460
944,18,27,21,2,0.201421,0.229186
945,30,28,30,2,0.147985,0.209785
946,25,10,21,2,0.495733,0.215468
947,13,19,18,5,0.118626,0.127336
948,21,18,10,2,0.250540,0.025901
949,12,10,27,1,0.135008,0.135436
950,21,24,28,1,0.182482,0.127514
951,11,28,28,4,0.001439,0.097878
952,14,30,24,1,0.475807,0.218474
953,29,20,10,4,0.104838,0.038611
954,12,12,11,4,0.011093,0.233099
955,12,25,18,3,0.256465,0.058451
956,23,31,28,4,0.486905,0.045163
957,25,20,19,5,0.388578,0.178582
958,18,20,18,4,0.499834,0.062770
959,30,17,11,3,0.112495,0.000864
960,25,31,12,1,0.000394,0.057534
961,31,27,31,5,0.277810,0.094094
962,14,21,24,1,0.054807,0.101459
963,24,30,9,1,0.129487,0.030471
964,19,28,29,1,0.384590,0.233032
965,25,10,18,4,0.036432,0.114364
966,22,10,19,1,0.013826,0.103042
967,31,26,28,5,0.220674,0.120725
968,25,29,16,1,0.140922,0.198569
969,10,31,19,4,0.448749,0.136227
970,23,18,29,2,0.082977,0.181915
971,30,20,17,1,0.149131,0.036225
972,19,18,9,4,0.041849,0.161785
973,13,12,19,1,0.428561,0.246952
974,11,12,29,4,0.441906,0.225044
975,18,11,9,1,0.122266,0.192922
976,18,24,21,4,0.168239,0.093967
977,27,28,16,2,0.261944,0.128608
978,24,15,25,4,0.235168,0.121424
979,14,16,21,1,0.317133,0.066356
980,21,16,12,2,0.355146,0.100470
981,10,10,25,4,0.120769,0.149677
982,12,25,27,2,0.205557,0.164111
983,26,20,21,5,0.168869,0.247509
984,21,20,27,5,0.370826,0.115523
985,16,12,17,5,0.153199,0.111602
986,10,18,11,4,0.109926,0.240049
987,23,26,25,2,0.024987,0.171352
988,18,10,8,4,0.297558,0.223262
989,11,16,21,5,0.239645,0.246888
990,12,16,19,4,0.125935,0.212177
991,15,29,20,4,0.465314,0.177485
992,24,16,21,3,0.365212,0.149193
993,31,15,30,4,0.218083,0.218679
994,12,18,16,4,0.119946,0.215912
995,31,18,13,2,0.234215,0.175237
996,19,20,14,4,0.363652,0.171181
997,25,25,27,5,0.228156,0.215411
998,22,14,26,5,0.303177,0.123801
999,14,24,21,5,0.076537,0.085198
1000,15,17,13,2,0.491415,0.209127
1001,11,21,26,5,0.497532,0.057599
1002,18,23,8,4,0.084400,0.008222
1003,18,18,17,5,0.319426,0.039269
1004,22,17,26,2,0.314602,0.005579
1005,22,15,12,2,0.434567,0.119479
1006,17,17,12,1,0.152241,0.249369
1007,31,24,9,1,0.267591,0.097339
1008,15,22,26,4,0.488236,0.035000
1009,31,18,13,5,0.292026,0.249789
1010,10,30,20,1,0.381448,0.098587
1011,13,19,17,2,0.417107,0.200911
1012,21,27,8,3,0.494997,0.034349
1013,13,25,29,1,0.473592,0.156963
1014,10,19,20,2,0.135142,0.103296
1015,14,21,30,4,0.140995,0.070324
1016,14,21,8,3,0.376942,0.243712
1017,12,30,30,1,0.080492,0.226136
1018,24,17,21,1,0.128276,0.110558
1019,13,19,20,5,0.376185,0.122195
1020,23,12,31,2,0.479363,0.045998
1021,26,23,8,3,0.225578,0.062153
1022,13,19,8,4,0.335002,0.212607
1023,24,15,13,5,0.005091,0.010447
1024,23,12,27,5,0.446841,0.048714
1025,16,27,26,4,0.224750,0.247678
1026,13,16,21,1,0.265367,0.150414
1027,20,20,30,5,0.351738,0.186085
1028,10,24,13,3,0.354483,0.243000
1029,31,14,25,5,0.152524,0.248578
1030,12,26,24,2,0.214190,0.172662
1031,19,27,25,3,0.145683,0.114784
1032,19,21,14,2,0.278985,0.155072
1033,22,20,11,2,0.013226,0.217516
1034,14,23,31,2,0.032415,0.244663
1035,15,28,20,5,0.416015,0.246691
1036,21,31,20,5,0.480657,0.079661
1037,28,26,27,1,0.088525,0.132465
1038,19,24,13,5,0.396624,0.069515
1039,25,29,20,5,0.416508,0.038561
1040,26,16,27,5,0.169097,0.230369
1041,24,30,10,2,0.475901,0.114818
1042,10,27,24,3,0.191699,0.190648
1043,30,19,25,4,0.003997,0.241563
1044,18,23,28,2,0.462046,0.023358
1045,25,15,10,4,0.132360,0.102028
1046,15,22,29,3,0.147742,0.056436
1047,28,29,31,5,0.383994,0.126625
1048,15,28,8,1,0.155833,0.179632
1049,14,27,31,2,0.408671,0.096782
1050,17,22,11,3,0.496088,0.237260
1051,18,25,20,4,0.120203,0.139820
1052,23,15,27,2,0.366868,0.234410
1053,26,12,21,3,0.329898,0.042096
1054,28,28,25,2,0.048513,0.096896
1055,13,15,22,3,0.061174,0.019681
1056,16,18,27,2,0.318734,0.228887
1057,23,20,22,2,0.217617,0.236716
1058,30,20,26,2,0.226739,0.131326
1059,23,12,27,5,0.296287,0.015413
1060,14,12,8,4,0.300212,0.157251
1061,24,29,22,5,0.318402,0.066240
1062,15,26,15,4,0.431778,0.240694
1063,18,10,30,3,0.421102,0.055304
1064,10,31,28,4,0.011264,0.113659
1065,26,31,17,1,0.333451,0.203987
1066,10,19,8,1,0.345618,0.066743
1067,27,21,29,5,0.231322,0.092960
1068,13,13,24,1,0.444770,0.117990
1069,31,23,24,4,0.437586,0.017932
1070,11,11,13,3,0.324584,0.019055
1071,24,31,9,1,0.370684,0.038767
1072,10,19,22,2,0.328352,0.018997
1073,22,24,22,3,0.003330,0.056385
1074,31,18,14,4,0.179774,0.130591
1075,27,18,29,2,0.051495,0.121486
1076,15,19,20,1,0.455138,0.039712
1077,29,19,24,5,0.374020,0.201334
1078,17,15,21,2,0.365791,0.131839
1079,26,31,15,2,0.050394,0.177711
1080,28,27,15,2,0.176984,0.227506
1081,21,29,30,3,0.465629,0.175320
1082,14,24,13,3,0.012756,0.028902
1083,30,16,13,1,0.272429,0.026876
1084,30,23,31,3,0.487126,0.208892
1085,22,11,22,5,0.039038,0.130312
1086,25,30,29,3,0.207351,0.194506
1087,11,27,17,1,0.305970,0.166513
1088,16,13,28,1,0.438217,0.048057
1089,27,11,11,5,0.353158,0.184218
1090,13,12,14,3,0.490862,0.063813
1091,10,20,28,2,0.421640,0.216758
1092,13,27,28,5,0.409301,0.079303
1093,25,18,18,3,0.281411,0.229022
1094,25,11,31,4,0.016878,0.179761
1095,18,17,12,3,0.403481,0.178155
1096,18,21,16,2,0.008140,0.134322
1097,30,18,24,5,0.163516,0.096179
1098,23,22,27,4,0.492815,0.238114
1099,27,27,12,3,0.132600,0.162780
1100,18,14,26,2,0.225328,0.016760
1101,24,21,17,3,0.285948,0.039537
1102,14,12,22,5,0.357577,0.150242
1103,29,11,25,2,0.429831,0.142710
1104,26,21,13,2,0.036419,0.091483
1105,14,16,24,2,0.141266,0.179097
1106,27,26,24,1,0.201621,0.055187
1107,31,23,28,4,0.051223,0.048446
1108,25,25,11,2,0.302263,0.011566
1109,19,13,12,4,0.449989,0.199559
1110,20,12,21,2,0.403250,0.131191
1111,23,15,23,3,0.376723,0.212083
1112,10,25,17,5,0.143021,0.024342
1113,12,23,28,4,0.374421,0.043054
1114,26,16,19,5,0.421498,0.007331
1115,10,11,29,5,0.018943,0.023363
1116,29,23,15,1,0.146277,0.106652
1117,10,28,26,2,0.275192,0.041863
1118,23,18,13,2,0.475368,0.105367
1119,19,25,11,5,0.383216,0.099904
1120,23,24,14,5,0.451500,0.035412
1121,11,12,10,5,0.194159,0.204278
1122,10,15,21,1,0.378752,0.088936
1123,25,26,20,1,0.010331,0.042502
1124,30,11,18,3,0.256037,0.216214
1125,23,22,26,3,0.148792,0.203317
1126,28,20,30,4,0.290234,0.155999
1127,15,12,27,4,0.359395,0.008664
1128,30,23,18,1,0.002322,0.196181
1129,17,13,18,1,0.264036,0.075081
1130,28,27,27,3,0.370049,0.245672
1131,14,20,29,2,0.357122,0.120908
1132,14,24,28,5,0.105026,0.170633
1133,11,28,23,2,0.074698,0.136676
1134,19,10,10,4,0.015358,0.073328
1135,20,11,27,1,0.325187,0.245951
1136,19,26,8,2,0.494107,0.155440
1137,24,13,18,1,0.338839,0.173933
1138,12,22,29,4,0.142366,0.042190
1139,22,14,30,1,0.189153,0.165144
1140,20,28,9,4,0.322257,0.011460
1141,16,12,15,3,0.131558,0.230289
1142,14,17,18,3,0.112990,0.156072
1143,27,19,25,5,0.060434,0.213204
1144,12,31,18,3,0.168943,0.156873
1145,15,31,10,3,0.258143,0.223589
1146,23,13,21,3,0.489911,0.200170
1147,20,27,17,5,0.331935,0.106940
1148,31,28,26,2,0.455230,0.023901
1149,16,22,21,4,0.248005,0.085910
1150,20,22,22,3,0.200589,0.173895
1151,25,27,10,2,0.193547,0.042928
1152,11,25,31,2,0.241402,0.069850
1153,14,24,25,5,0.477219,0.202679
1154,16,26,25,2,0.275237,0.025023
1155,18,28,27,4,0.231518,0.166900
1156,23,23,15,1,0.327169,0.234917
1157,12,30,25,5,0.387354,0.001483
1158,21,25,14,4,0.369045,0.196405
1159,28,10,13,2,0.186620,0.161845
1160,20,25,29,5,0.213757,0.038539
1161,27,23,17,1,0.417925,0.161379
1162,20,15,16,3,0.103474,0.064498
1163,24,31,15,1,0.285190,0.105670
1164,26,15,10,3,0.401011,0.024906
1165,17,18,21,3,0.380085,0.171757
1166,26,27,20,3,0.001972,0.230906
1167,28,13,14,4,0.342963,0.016131
1168,22,28,11,2,0.168161,0.043859
1169,28,12,11,1,0.389993,0.107072
1170,17,27,21,2,0.401716,0.231388
1171,26,17,27,2,0.203075,0.050664
1172,15,30,22,5,0.017987,0.030113
1173,28,19,8,4,0.291609,0.034201
1174,31,10,22,5,0.031543,0.015554
1175,16,31,28,2,0.218108,0.108189
1176,25,16,20,2,0.046326,0.052298
1177,26,23,17,4,0.475395,0.112063
1178,26,22,26,2,0.266573,0.002880
1179,14,30,23,1,0.382508,0.076776
1180,27,21,17,4,0.227306,0.239639
1181,19,21,9,2,0.146839,0.175587
1182,11,29,17,2,0.263203,0.065933
1183,23,16,28,1,0.399519,0.123467
1184,30,16,12,5,0.291885,0.123649
1185,22,25,17,1,0.414505,0.060446
1186,10,16,26,2,0.413444,0.131604
1187,21,21,12,4,0.296073,0.008604
1188,18,31,22,3,0.176783,0.166477
1189,28,31,31,4,0.081547,0.144247
1190,10,28,16,4,0.149589,0.191428
1191,21,31,16,1,0.094887,0.208665
1192,26,19,31,3,0.359222,0.060222
1193,20,23,16,4,0.138414,0.115246
1194,12,31,29,5,0.220056,0.103233
1195,13,27,26,2,0.060891,0.110654
1196,19,14,10,5,0.286703,0.139695
1197,28,10,19,3,0.050761,0.005903
1198,23,20,12,2,0.344853,0.210083
1199,16,21,27,4,0.028586,0.244217
1200,10,25,24,1,0.129063,0.164309
1201,17,11,20,2,0.151984,0.182868
1202,10,16,13,4,0.025565,0.233129
1203,13,25,23,1,0.062834,0.136287
1204,15,18,21,3,0.432467,0.163577
1205,30,23,19,2,0.016284,0.122782
1206,25,24,27,5,0.128710,0.184235
1207,10,28,10,5,0.196430,0.120297
1208,26,23,16,3,0.267807,0.061611
1209,10,13,12,1,0.169982,0.109453
1210,25,12,28,5,0.241007,0.186513
1211,28,30,24,5,0.149755,0.057804
1212,11,29,23,5,0.316875,0.017236
1213,13,12,21,5,0.041437,0.129818
1214,15,23,27,1,0.402466,0.009084
1215,25,20,23,3,0.461594,0.201654
1216,31,14,19,1,0.292262,0.188160
1217,24,19,13,4,0.208300,0.148859
1218,27,24,13,3,0.304736,0.211149
1219,24,26,28,4,0.303600,0.204885
1220,22,19,28,1,0.200282,0.099823
1221,26,26,21,2,0.404761,0.202442
1222,27,20,23,3,0.390089,0.044709
1223,14,20,18,2,0.260027,0.175209
1224,17,10,31,4,0.054632,0.017393
1225,10,16,25,1,0.013573,0.028645
1226,14,29,28,1,0.036621,0.090240
1227,12,11,9,4,0.400324,0.006195
1228,16,15,13,1,0.105571,0.045692
1229,31,12,19,4,0.326523,0.092393
1230,17,19,26,3,0.409853,0.195650
1231,22,17,18,4,0.285136,0.210865
1232,22,26,14,5,0.048812,0.242679
1233,30,29,23,4,0.331483,0.091598
1234,10,25,10,4,0.365499,0.109810
1235,20,17,29,4,0.196627,0.213488
1236,13,30,15,2,0.415817,0.028796
1237,16,18,8,1,0.082961,0.244556
1238,26,20,31,3,0.327121,0.197976
1239,15,29,8,1,0.005659,0.003887
1240,25,28,30,4,0.298327,0.173125
1241,28,27,14,4,0.402187,0.140226
1242,25,31,25,2,0.285883,0.198789
1243,29,20,27,2,0.446582,0.062832
1244,16,26,17,3,0.097397,0.179418
1245,23,31,21,4,0.170352,0.246095
1246,28,23,23,2,0.037541,0.118452
1247,23,11,28,4,0.302225,0.138611
1248,18,13,13,1,0.414167,0.089481
1249,24,25,10,4,0.255917,0.133864
1250,16,15,27,3,0.303973,0.183532
1251,14,15,11,4,0.423106,0.159727
1252,25,21,8,4,0.429940,0.131704
1253,15,27,8,3,0.287195,0.217927
1254,20,11,31,3,0.461058,0.137190
1255,27,19,28,1,0.075720,0.147899
1256,21,30,22,5,0.273843,0.191097
1257,30,12,15,1,0.027000,0.024416
1258,25,22,22,5,0.065960,0.155949
1259,27,14,15,2,0.113379,0.015264
1260,26,26,27,1,0.219581,0.033014
1261,11,15,15,5,0.392749,0.007513
1262,19,14,28,4,0.257446,0.240786
1263,29,31,25,3,0.365621,0.084358
1264,18,21,28,3,0.145434,0.057708
1265,19,11,16,2,0.375478,0.096119
1266,18,20,16,4,0.141083,0.159755
1267,12,30,14,3,0.109994,0.000058
1268,21,31,15,5,0.309641,0.023177
1269,12,24,24,5,0.015663,0.218469
1270,30,19,13,1,0.495546,0.180780
1271,12,15,31,4,0.308648,0.046365
1272,20,26,14,5,0.085914,0.097336
1273,10,21,21,2,0.460543,0.084904
1274,24,22,18,5,0.456763,0.200564
1275,30,12,22,4,0.368783,0.103918
1276,14,16,10,5,0.385634,0.043119
1277,25,18,25,1,0.198628,0.209534
1278,28,16,30,4,0.324616,0.100671
1279,20,11,15,5,0.067867,0.135216
1280,18,31,24,3,0.194095,0.100863
1281,18,18,8,2,0.456883,0.203326
1282,25,10,14,5,0.381478,0.081304
1283,22,14,12,1,0.390251,0.217987
1284,23,13,27,2,0.422439,0.069443
1285,24,12,22,1,0.328378,0.073246
1286,22,29,29,5,0.385747,0.188985
1287,13,16,11,5,0.047802,0.151451
1288,31,22,29,5,0.419571,0.161035
1289,21,28,11,4,0.056292,0.044277
1290,28,11,20,1,0.104304,0.117002
1291,12,15,24,2,0.475094,0.169449
1292,12,16,26,1,0.436194,0.210148
1293,21,21,29,1,0.434802,0.084711
1294,13,30,19,2,0.099540,0.154766
1295,15,19,29,1,0.275463,0.105010
1296,13,10,22,2,0.107165,0.192754
1297,29,10,14,5,0.230124,0.067202
1298,20,13,30,1,0.339973,0.065977
1299,19,30,19,4,0.255547,0.171912
1300,31,24,28,5,0.394355,0.159858
1301,31,29,17,1,0.219100,0.089472
1302,25,16,16,3,0.222776,0.140152
1303,27,28,30,2,0.122314,0.199114
1304,27,15,18,4,0.262750,0.172838
1305,17,24,25,3,0.028219,0.055975
1306,24,28,18,1,0.084561,0.143152
1307,28,27,22,5,0.090393,0.116812
1308,21,21,30,4,0.140971,0.113779
1309,24,13,15,1,0.298040,0.054526
1310,21,19,19,3,0.078843,0.019067
1311,26,24,17,2,0.284966,0.020668
1312,14,20,18,2,0.097490,0.231931
1313,18,30,21,1,0.403993,0.033315
1314,28,15,8,2,0.284545,0.057880
1315,28,15,26,5,0.228810,0.087720
1316,30,14,30,1,0.349335,0.221552
1317,20,17,19,5,0.428048,0.211062
1318,17,15,30,1,0.296460,0.217199
1319,18,16,14,5,0.103401,0.032249
1320,17,16,8,1,0.305253,0.117903
1321,15,24,30,4,0.463842,0.041767
1322,20,31,17,4,0.120335,0.174921
1323,29,22,8,4,0.281743,0.118990
1324,16,28,21,1,0.237363,0.047151
1325,16,19,25,1,0.381602,0.045719
1326,14,29,9,4,0.233613,0.176997
1327,30,15,16,2,0.037243,0.009537
1328,26,19,21,5,0.452245,0.052286
1329,26,22,21,4,0.104325,0.232553
1330,24,31,24,2,0.336270,0.038285
1331,26,24,22,2,0.463118,0.025289
1332,15,25,21,1,0.375314,0.231086
1333,30,24,31,5,0.334057,0.147910
1334,23,14,15,5,0.286577,0.084131
1335,30,30,21,3,0.042067,0.001826
1336,18,27,16,2,0.385521,0.171229
1337,12,21,22,3,0.114771,0.018580
1338,14,14,22,1,0.352502,0.048414
1339,15,25,21,3,0.422680,0.045530
1340,13,18,14,5,0.306851,0.138463
1341,20,29,30,1,0.015794,0.007843
1342,24,28,31,5,0.388987,0.137871
1343,20,26,20,5,0.028568,0.075543
1344,17,19,20,1,0.241171,0.146071
1345,22,30,31,5,0.414955,0.126835
1346,14,14,25,3,0.414121,0.098817
1347,27,25,10,5,0.375537,0.178784
1348,27,15,24,1,0.354136,0.116035
1349,24,30,16,1,0.123390,0.242163
1350,18,21,9,2,0.120151,0.244372
1351,26,13,13,4,0.331853,0.202525
1352,18,20,14,3,0.090138,0.239738
1353,21,25,26,2,0.437583,0.191817
1354,11,17,23,5,0.418065,0.145154
1355,13,17,9,2,0.219113,0.242705
1356,21,27,19,3,0.487553,0.073946
1357,31,23,16,5,0.351535,0.091481
1358,14,19,14,4,0.080832,0.215569
1359,28,19,8,4,0.360701,0.162990
1360,15,18,12,4,0.462251,0.210348
1361,20,30,23,5,0.341115,0.203146
1362,25,25,24,4,0.236261,0.046681
1363,26,24,26,5,0.307544,0.148853
1364,28,27,14,1,0.397949,0.033682
1365,23,20,12,5,0.487207,0.068743
1366,25,10,22,1,0.197826,0.170912
1367,12,11,12,3,0.118997,0.139491
1368,18,24,20,2,0.364037,0.126159
1369,22,14,28,3,0.209041,0.142756
1370,14,26,12,5,0.050330,0.023764
